"Table S2. Characterization of AGO1 Binding Sites and Associated Genes, related to Figures 1-5"																								
Peak ID	Chromosome	Start	End	Relative ChIP signala (RPKM)			Normalized ChIP signal (RPKM)			Associated genes	Gene ID	RNA-seq  (RPKM)				GRO-seq  (RPKM)		PolII  (RPKM)		PolII_Ser2P  (RPKM)		PolII_Ser5P (RPKM)		Nuclear AGO1-bound sRNAs  (RPKM)
AGO1_peak_689	Chr4	16542027	16542280	-2.7	2.55	6.26	12.89	11.29	8.75	At4g34640_downstream_1k;At4g34650_promoter_1k	At4g34640	52.04	41.48	-0.33	0.62	3.24	1.70	9.74	8.39	12.88	11.40	12.42	11.09	0.76
											At4g34650	4.92	1.37	-1.84	0.02	0.71	0.22	5.06	5.64	7.80	7.12	5.99	4.88	0.51
AGO1_peak_690	Chr4	16582349	16583135	-2.13	9.73	13.82	17.96	12.07	16.5	At4g34760	At4g34760	52.33	14.60	-1.84	0.00	7.75	1.82	87.84	43.27	39.23	20.68	67.33	35.13	3.20
AGO1_peak_691	Chr4	16589012	16589343	-4.96	0.71	10.01	13.26	13.35	11.79	.	NA													
AGO1_peak_692	Chr4	16596272	16596644	-4.87	4.87	4.42	10.68	10.57	6.52	At4g34800_promoter_1k	At4g34800	3.25	0.37	-3.12	0.57	0.00	0.10	25.03	15.66	16.39	10.81	29.50	17.34	0.98
AGO1_peak_693	Chr4	16596852	16597019	NA	9.27	4.68	8.88	13.87	13.89	At4g34800_promoter_1k;At4g34800	At4g34800	3.25	0.37	-3.12	0.57	0.00	0.10	25.03	15.66	16.39	10.81	29.50	17.34	0.98
AGO1_peak_694	Chr4	16708506	16709406	-2.55	14.34	12.55	16.34	16.76	20.74	At4g35100	At4g35100	733.27	173.89	-2.08	0.00	31.59	10.52	77.95	18.97	45.78	17.67	71.81	30.72	4.33
AGO1_peak_695	Chr4	16709475	16710477	2.88	11.45	15.2	16.46	16.35	19.36	At4g35100;At4g35100_downstream_1k	At4g35100	733.27	173.89	-2.08	0.00	31.59	10.52	77.95	18.97	45.78	17.67	71.81	30.72	4.33
AGO1_peak_696	Chr4	16710565	16710791	1.95	8.23	3.33	18.37	10.97	20.53	At4g35100_downstream_1k	At4g35100	733.27	173.89	-2.08	0.00	31.59	10.52	77.95	18.97	45.78	17.67	71.81	30.72	4.33
AGO1_peak_697	Chr4	16841753	16842246	-3.67	5.3	7.18	14.44	11.37	10.69	At4g35450;At4g35450_downstream_1k;At4g35460_promoter_1k	At4g35450	172.09	165.27	-0.06	0.96	5.77	2.41	16.49	12.25	25.95	19.48	32.04	21.58	2.63
											At4g35460	16.26	11.49	-0.50	0.41	1.47	1.06	11.95	9.69	12.61	11.77	13.48	11.35	0.15
AGO1_peak_698	Chr4	16848957	16849292	-1.23	6.6	11.87	13.46	15.6	15.11	At4g35470	At4g35470	27.67	12.51	-1.14	0.00	5.50	1.89	19.05	11.98	20.63	15.50	21.64	15.12	0.98
AGO1_peak_699	Chr4	16940632	16941833	-0.29	4.23	14.43	19.16	15.88	18.17	At4g35750	At4g35750	163.69	191.18	0.22	0.79	53.41	14.12	103.40	67.52	53.54	51.74	77.36	72.77	7.60
AGO1_peak_700	Chr4	16941900	16942243	-2.29	7.47	13.29	14.18	13.67	19.06	At4g35750_promoter_1k;At4g35760_downstream_1k	At4g35750	163.69	191.18	0.22	0.79	53.41	14.12	103.40	67.52	53.54	51.74	77.36	72.77	7.60
											At4g35760	33.77	34.86	0.05	0.97	2.76	1.00	14.89	10.24	16.30	12.46	17.62	13.02	0.47
AGO1_peak_701	Chr4	16944535	16946919	-5.19	9.65	19.48	11.35	14.01	13.45	At4g35760_promoter_1k;At4g35770_promoter_1k;At4g35770;At4g35770_downstream_1k;At4g35780_downstream_1k	At4g35760	33.77	34.86	0.05	0.97	2.76	1.00	14.89	10.24	16.30	12.46	17.62	13.02	0.47
											At4g35770	217.23	83.78	-1.37	0.00	16.00	1.55	114.62	26.51	48.63	24.88	73.53	39.19	16.25
											At4g35780	20.68	17.05	-0.28	0.72	3.06	1.32	17.44	8.47	16.97	10.40	17.87	10.03	0.82
AGO1_peak_702	Chr4	16989125	16989559	-4.17	0.95	11.95	12.71	9.56	13.12	At4g35860_promoter_1k;At4g35870_promoter_1k	At4g35860	38.39	44.17	0.20	0.90	3.25	2.32	13.86	13.09	17.61	21.08	17.51	20.09	1.14
											At4g35870	5.98	5.85	-0.03	0.98	1.65	1.20	10.05	9.21	11.02	10.93	9.61	10.41	0.41
AGO1_peak_703	Chr4	17243691	17243993	-2.73	10.7	12.91	16.11	17.84	18.16	At4g36540	At4g36540	64.08	22.04	-1.54	0.00	9.22	1.10	44.77	18.81	27.10	19.10	40.29	23.62	2.93
AGO1_peak_704	Chr4	17244733	17244931	-3.46	8.6	11.19	14.98	15.24	17.57	At4g36540	At4g36540	64.08	22.04	-1.54	0.00	9.22	1.10	44.77	18.81	27.10	19.10	40.29	23.62	2.93
AGO1_peak_705	Chr4	17245115	17245511	-1.73	11.8	11.09	14.68	13.88	14.65	At4g36540;At4g36540_downstream_1k;At4g36550_downstream_1k	At4g36540	64.08	22.04	-1.54	0.00	9.22	1.10	44.77	18.81	27.10	19.10	40.29	23.62	2.93
											At4g36550	6.71	4.58	-0.55	0.38	2.31	1.09	21.79	17.62	18.51	23.76	25.99	29.67	1.55
AGO1_peak_706	Chr4	17454828	17455239	-5.73	4.53	6.87	12.12	11.8	17.7	At4g37030_downstream_1k;At4g37040_promoter_1k	At4g37030	0.40	0.63	0.67	1.00	0.37	0.31	6.01	6.68	6.32	5.69	5.38	5.48	0.00
											At4g37040	41.15	32.54	-0.34	0.62	1.47	0.88	9.63	7.62	12.65	10.12	13.59	10.38	0.25
AGO1_peak_707	Chr4	17554314	17556302	-1.47	5.26	8.47	15.99	12.01	16.12	At4g37295_downstream_1k;At4g37300_promoter_1k;At4g37300	At4g37295	2.63	0.83	-1.66	0.31	0.88	1.14	12.07	9.28	8.48	8.10	13.79	8.71	0.51
											At4g37300	207.96	197.30	-0.08	0.94	14.20	5.69	66.18	35.10	40.65	22.83	60.53	35.06	16.20
AGO1_peak_708	Chr4	17670164	17673052	-0.55	16.23	8.86	15.79	20.97	18.73	At4g37610;At4g37610_promoter_1k	At4g37610	50.34	22.42	-1.17	0.00	6.65	2.07	89.00	48.19	67.60	53.82	82.29	71.18	6.84
AGO1_peak_709	Chr4	17728463	17728705	-7.05	0.24	8.68	12.25	7.57	6.54	At4g37740_promoter_1k	At4g37740	10.60	11.04	0.06	0.96	2.34	1.04	11.16	10.05	13.11	10.16	14.62	10.48	0.12
AGO1_peak_710	Chr4	18015615	18015899	NA	11.52	7.87	9.4	7.4	8.17	At4g38520	At4g38520	42.15	34.79	-0.28	0.70	3.20	1.99	20.03	13.04	26.72	18.60	33.70	24.72	2.38
AGO1_peak_711	Chr4	18016720	18017056	-5.69	2.91	5.71	14.83	11.87	12.24	At4g38520	At4g38520	42.15	34.79	-0.28	0.70	3.20	1.99	20.03	13.04	26.72	18.60	33.70	24.72	2.38
AGO1_peak_712	Chr4	18069296	18069550	-1.88	4.72	5.69	12.61	10.82	17.02	At4g38670_downstream_1k	At4g38670	11.10	10.29	-0.11	0.93	1.36	0.87	11.44	11.19	11.18	10.44	12.77	9.08	0.31
AGO1_peak_713	Chr4	18096498	18097092	-0.58	2.9	9.32	11.78	7.8	9.41	At4g38770_downstream_1k	At4g38770	1422.48	528.30	-1.43	0.00	264.82	61.46	49.81	29.35	22.35	17.71	41.51	28.72	18.87
AGO1_peak_714	Chr4	18124679	18126021	0.62	11.42	7.32	24.4	20.92	21.92	At4g38840;At4g38840_promoter_1k;At4g38850_promoter_1k	At4g38840	34.08	15.46	-1.14	0.03	27.23	6.11	94.74	62.91	42.17	26.80	64.05	42.71	3.35
											At4g38850	19.98	0.93	-4.43	0.04	0.93	0.10	30.26	10.20	9.66	9.52	11.23	10.42	1.09
AGO1_peak_715	Chr4	18126839	18127237	-1.29	4.14	11.63	14.9	10.97	15.63	At4g38850_downstream_1k	At4g38850	19.98	0.93	-4.43	0.04	0.93	0.10	30.26	10.20	9.66	9.52	11.23	10.42	1.09
AGO1_peak_716	Chr4	18208705	18209700	-8.47	1.48	5.71	13.53	13	16.96	At4g39080_promoter_1k	At4g39080	111.31	143.62	0.37	0.56	11.44	5.90	10.33	10.09	20.51	21.46	18.73	19.35	1.13
AGO1_peak_717	Chr4	18557975	18559451	-3.04	4.64	7.22	17.72	16.79	15.72	At4g40040;At4g40040_promoter_1k;At4g40042_promoter_1k	At4g40040	386.16	335.45	-0.20	0.81	30.52	12.68	59.42	38.29	54.43	50.41	71.02	64.58	8.41
											At4g40042	8.35	10.86	0.38	0.87	2.05	1.43	27.12	21.20	18.02	19.74	25.02	26.27	1.13
AGO1_peak_718	Chr4	18563501	18563856	-6.74	4.09	7.44	16.21	15.48	17.23	At4g40050	At4g40050	17.36	17.23	-0.01	0.99	2.32	2.02	12.50	11.49	16.02	16.41	19.07	20.79	0.37
AGO1_peak_719	Chr5	100678	100994	NA	0.64	11.77	9.76	11.43	9.68	At5g01240	At5g01240	31.25	13.77	-1.18	0.01	5.84	1.33	12.53	9.41	13.84	10.21	15.89	9.96	1.48
AGO1_peak_720	Chr5	281783	282025	-7.48	1.73	5.02	12.99	7.13	10.46	At5g01740_downstream_1k	At5g01740	15.36	5.73	-1.42	0.04	1.59	0.71	71.66	17.66	27.97	8.51	48.68	11.34	1.92
AGO1_peak_721	Chr5	290628	290890	-6.51	3.44	3.36	15.85	17.69	17.31	At5g01750	At5g01750	223.03	141.80	-0.65	0.16	39.86	6.97	53.97	72.87	28.24	40.06	44.89	62.58	6.07
AGO1_peak_722	Chr5	425855	427124	-1.49	6.45	10.4	15.94	16.73	18.53	At5g02150_promoter_1k;At5g02160_promoter_1k;At5g02160	At5g02150	14.18	15.32	0.11	0.93	0.84	0.41	9.93	8.67	10.40	10.51	11.80	10.11	0.00
											At5g02160	545.84	241.99	-1.17	0.00	33.48	2.79	52.45	25.38	34.54	24.79	51.23	38.59	15.34
AGO1_peak_723	Chr5	427275	427439	-5.2	10.19	15.54	19.89	17.09	14.15	At5g02160;At5g02160_downstream_1k;At5g02170_promoter_1k	At5g02160	545.84	241.99	-1.17	0.00	33.48	2.79	52.45	25.38	34.54	24.79	51.23	38.59	15.34
											At5g02170	1.65	0.19	-3.13	0.07	0.32	0.77	7.53	7.04	7.18	7.27	7.71	7.23	0.19
AGO1_peak_724	Chr5	442234	442900	-4.87	1.66	4.33	8.82	7.28	7.92	At5g02220_promoter_1k	At5g02220	1.04	0.69	-0.60	1.00	0.22	0.29	10.05	12.90	9.75	8.97	8.71	9.75	1.90
AGO1_peak_725	Chr5	625128	626040	-4.69	4.47	18.87	10.6	14.53	12.83	At5g02760	At5g02760	72.32	9.64	-2.91	0.01	5.06	0.99	88.78	22.12	25.21	21.12	32.59	23.38	1.79
AGO1_peak_726	Chr5	626681	627100	-0.49	8.21	15.36	14.3	16.08	15.6	At5g02760	At5g02760	72.32	9.64	-2.91	0.01	5.06	0.99	88.78	22.12	25.21	21.12	32.59	23.38	1.79
AGO1_peak_727	Chr5	799505	799711	-3.82	3.27	3.92	11.23	9.42	12.29	At5g03310	At5g03310	1.49	0.21	-2.82	0.53	0.04	0.03	17.82	11.30	27.87	24.03	17.31	12.36	0.58
AGO1_peak_728	Chr5	869057	869367	-6.38	5.8	3.53	10.14	11.82	7.82	At5g03470_downstream_1k;At5g03480_downstream_1k;At5g03480	At5g03470	13.22	9.89	-0.42	0.52	3.15	1.12	13.37	10.21	17.37	14.18	19.85	14.85	0.11
											At5g03480	0.00	0.13	NA	1.00	0.03	0.08	7.48	7.60	11.39	8.84	7.68	6.82	0.00
AGO1_peak_729	Chr5	987694	988021	-0.11	6.13	4.4	13.6	10.05	9.35	At5g03760	At5g03760	39.11	10.61	-1.88	0.00	9.21	2.11	15.59	8.14	11.88	9.90	14.18	11.21	1.43
AGO1_peak_730	Chr5	1018153	1018614	-2.74	1.54	4.62	13.9	10.99	12.58	At5g03830	At5g03830	4.33	2.90	-0.58	0.55	2.09	1.32	7.32	6.78	7.02	7.35	6.51	7.47	0.66
AGO1_peak_731	Chr5	1290825	1291547	-2.23	3.12	6.13	12.65	14.33	16.8	At5g04520_promoter_1k;At5g04530_downstream_1k	At5g04520	7.76	7.23	-0.10	0.95	0.46	0.32	13.42	11.24	17.07	13.25	15.63	14.19	1.32
											At5g04530	33.44	8.26	-2.02	0.00	3.50	0.32	34.31	10.33	21.29	7.59	38.59	9.79	1.19
AGO1_peak_732	Chr5	1380757	1381118	-2.75	6.01	6.88	17.58	11.2	10.22	At5g04770	At5g04770	7.77	6.24	-0.32	0.74	0.94	0.55	14.44	9.93	15.11	10.31	16.12	11.24	0.33
AGO1_peak_733	Chr5	1606356	1606519	-3.57	3.56	6.7	14.56	11.9	9.06	At5g05430	At5g05430	3.04	2.00	-0.61	0.89	0.59	0.43	10.88	11.19	10.49	10.20	10.96	11.72	1.95
AGO1_peak_734	Chr5	1703115	1703279	NA	2.54	7.57	14.11	14.79	14.15	At5g05690	At5g05690	81.66	52.35	-0.64	0.18	14.44	7.12	23.38	12.15	25.90	18.60	34.56	23.31	2.92
AGO1_peak_735	Chr5	2060287	2060518	-0.45	8.71	9.5	9.24	9.33	10.96	At5g06680_downstream_1k;At5g06690_downstream_1k;At5g06690	At5g06680	5.25	4.04	-0.38	0.63	2.09	1.02	7.45	7.58	9.27	8.87	8.64	7.93	0.78
											At5g06690	66.28	59.86	-0.15	0.88	12.60	2.00	22.82	16.07	32.11	26.74	37.40	30.68	11.10
AGO1_peak_736	Chr5	2060704	2060954	-3.83	12.09	11.74	16.13	12.29	13.5	At5g06690	At5g06690	66.28	59.86	-0.15	0.88	12.60	2.00	22.82	16.07	32.11	26.74	37.40	30.68	11.10
AGO1_peak_737	Chr5	2166803	2167650	-3.43	5.11	5.68	14.01	13.11	17.06	At5g06970_promoter_1k;At5g06980_promoter_1k	At5g06970	27.07	15.22	-0.83	0.06	2.32	1.36	6.50	6.42	8.33	8.84	7.32	7.03	0.55
											At5g06980	23.63	1.93	-3.61	0.00	7.55	0.83	15.24	8.78	6.36	6.05	5.21	5.74	0.29
AGO1_peak_738	Chr5	2308985	2309272	-4.54	3.5	2.18	10.75	9.95	13.59	At5g07320_promoter_1k	At5g07320	6.97	7.07	0.02	0.99	0.82	0.61	9.41	9.97	9.40	8.90	9.54	8.83	0.82
AGO1_peak_739	Chr5	2758773	2759071	-3.9	7.63	8.8	19.11	12.84	14.51	At5g08520_promoter_1k;At5g08530_downstream_1k	At5g08520	42.30	33.21	-0.35	0.58	4.64	1.45	17.41	13.02	28.54	23.84	30.34	23.45	4.89
											At5g08530	127.58	166.91	0.39	0.53	5.10	3.63	11.58	10.18	17.62	17.02	19.04	18.66	0.76
AGO1_peak_740	Chr5	2803145	2803568	-0.57	5.08	3.61	13.74	8.66	13.96	At5g08630_promoter_1k;At5g08640_promoter_1k	At5g08630	8.71	12.89	0.57	0.28	2.28	1.33	7.24	8.04	9.07	10.11	8.12	8.93	0.34
											At5g08640	12.66	28.39	1.16	0.01	1.99	0.48	11.87	15.41	10.58	8.88	12.54	9.50	0.17
AGO1_peak_741	Chr5	3030993	3031309	-4.66	2.96	4.1	12.01	13.3	11.68	.	NA													
AGO1_peak_742	Chr5	3107835	3108126	1.18	4.87	8.31	17.12	13.89	15.22	At5g09960_downstream_1k	At5g09960	45.99	37.99	-0.28	0.73	1.66	0.73	13.56	10.88	15.49	14.15	18.90	15.84	0.74
AGO1_peak_743	Chr5	3283830	3284814	-2.99	7.31	3.97	15.37	14.84	16.4	At5g10450	At5g10450	206.76	162.36	-0.35	0.58	22.84	5.85	30.68	17.58	42.58	34.09	47.86	36.90	4.58
AGO1_peak_744	Chr5	3513165	3513722	-2.64	6.21	3.15	15.23	12.29	15.52	At5g11060_downstream_1k	At5g11060	31.41	39.36	0.33	0.63	6.73	2.24	16.30	9.46	20.58	14.92	25.95	16.52	1.57
AGO1_peak_745	Chr5	3514117	3514556	-1.26	8.07	9.24	12.02	14.24	14.41	At5g11060_downstream_1k	At5g11060	31.41	39.36	0.33	0.63	6.73	2.24	16.30	9.46	20.58	14.92	25.95	16.52	1.57
AGO1_peak_746	Chr5	3515834	3517051	0.02	13.59	7.55	17.4	19.48	19.41	At5g11070	At5g11070	101.73	71.74	-0.50	0.38	3.25	1.68	105.13	109.80	57.34	47.08	81.17	73.10	3.93
AGO1_peak_747	Chr5	3644322	3644769	-5.12	4.66	5.4	14.6	11.81	15.81	At5g11420_promoter_1k	At5g11420	163.88	36.80	-2.15	0.00	5.54	1.65	37.44	16.76	21.85	12.91	30.90	14.81	1.12
AGO1_peak_748	Chr5	3707824	3708084	-8.01	5.68	7.56	15.28	9.95	10.95	At5g11550_downstream_1k	At5g11550	22.71	14.28	-0.67	0.19	2.17	1.21	39.25	22.43	22.26	17.29	31.97	18.95	3.60
AGO1_peak_749	Chr5	3889933	3890246	-4.25	1.34	10.08	10.23	10.33	11.12	At5g12050_promoter_1k	At5g12050	51.63	5.27	-3.29	0.00	11.05	2.97	60.47	15.37	16.53	11.90	26.04	18.59	1.58
AGO1_peak_750	Chr5	4062142	4062417	-2.25	3.21	5.87	16.61	14.5	9.97	At5g12860_promoter_1k;At5g12870_downstream_1k	At5g12860	285.67	201.89	-0.50	0.36	9.62	5.65	23.16	16.36	29.66	19.44	41.54	24.34	2.95
											At5g12870	1.53	1.65	0.11	0.96	0.17	0.01	5.84	5.42	6.03	5.79	5.76	5.86	0.00
AGO1_peak_751	Chr5	4071528	4071941	-2.24	3.96	2.57	8.9	11.61	13.53	At5g12890_promoter_1k;At5g12900_downstream_1k	At5g12890	10.33	22.35	1.11	0.01	1.33	1.29	14.63	21.57	12.83	16.24	15.42	19.97	0.51
											At5g12900	6.42	3.78	-0.76	0.20	1.32	0.59	13.01	10.40	15.89	10.42	22.59	12.17	3.40
AGO1_peak_752	Chr5	4188718	4188900	0.36	5.91	7.85	17.6	12.14	11.01	.	NA													
AGO1_peak_753	Chr5	4360253	4360488	-2.63	9.14	10.28	14.64	18.57	16.15	At5g13550_promoter_1k;At5g13560_downstream_1k	At5g13550	18.36	38.46	1.07	0.01	1.59	1.64	7.48	7.78	8.63	11.06	7.47	9.10	0.26
											At5g13560	21.70	22.95	0.08	0.94	2.39	1.29	8.82	8.90	10.06	12.24	9.39	10.10	1.05
AGO1_peak_754	Chr5	4423556	4423966	0.57	3.51	10.96	11.86	9.07	13.89	At5g13710	At5g13710	140.64	130.73	-0.11	0.92	9.83	3.42	17.23	13.15	24.28	17.30	29.70	19.08	2.07
AGO1_peak_755	Chr5	4444029	4444824	-3.91	6	7.52	13.06	12.47	13.79	At5g13760	At5g13760	10.84	8.66	-0.32	0.68	3.02	1.20	15.87	12.92	18.06	19.19	18.26	18.94	3.15
AGO1_peak_756	Chr5	4445286	4445630	-6.95	6.58	7.37	14.14	17.23	14.71	At5g13770	At5g13770	62.42	32.65	-0.93	0.22	4.13	1.98	18.18	13.21	22.47	18.22	24.69	13.78	2.17
AGO1_peak_757	Chr5	4517081	4517628	-2.19	1.98	9.54	11.06	11.62	11.18	At5g13990_promoter_1k;At5g14000_promoter_1k	At5g13990	0.59	0.29	-1.03	1.00	1.18	1.14	7.66	7.73	15.50	14.50	10.23	10.07	0.48
											At5g14000	3.39	2.33	-0.54	0.65	2.82	1.45	9.57	7.44	9.88	7.24	11.15	7.18	0.00
AGO1_peak_758	Chr5	4553935	4554631	-0.79	5.34	2	9.12	11.15	9.54	At5g14110	At5g14110	0.87	0.17	-2.33	1.00	0.32	0.13	10.01	9.24	15.38	13.27	15.13	12.37	0.00
AGO1_peak_759	Chr5	4556196	4556728	2.68	9.04	8.86	17.73	19.45	23.39	At5g14120	At5g14120	82.84	92.36	0.16	0.88	12.94	7.88	31.76	26.50	47.09	37.50	68.93	52.12	3.43
AGO1_peak_760	Chr5	4556979	4557725	-6.78	13.97	5.3	15.98	22.32	17.53	At5g14120	At5g14120	82.84	92.36	0.16	0.88	12.94	7.88	31.76	26.50	47.09	37.50	68.93	52.12	3.43
AGO1_peak_761	Chr5	4557927	4559013	-7.7	9.14	3.29	14.2	19.7	17.96	At5g14120	At5g14120	82.84	92.36	0.16	0.88	12.94	7.88	31.76	26.50	47.09	37.50	68.93	52.12	3.43
AGO1_peak_762	Chr5	4582985	4583389	-0.09	6.04	7.98	16.59	15.47	10.7	At5g14220_downstream_1k	At5g14220	27.10	29.78	0.14	0.89	2.02	1.41	7.83	7.04	11.26	8.76	9.66	8.11	3.59
AGO1_peak_763	Chr5	4690275	4692309	-1.32	8.89	10.27	16.51	13.96	14.1	At5g14550_downstream_1k;At5g14550	At5g14550	17.53	19.12	0.13	0.91	18.48	2.94	72.21	38.31	40.01	27.62	50.60	38.29	1.37
AGO1_peak_764	Chr5	4734707	4734907	NA	14.02	4.8	12.46	10.51	8.44	At5g14690_promoter_1k	At5g14690	4.12	0.81	-2.35	0.06	1.18	0.93	15.89	10.09	12.48	8.04	13.10	9.14	1.42
AGO1_peak_765	Chr5	4759069	4759457	-1.06	23.7	2.21	19.87	15.42	14.13	At5g14740	At5g14740	969.59	1080.58	0.16	0.89	24.95	3.14	39.52	18.47	46.76	19.48	64.86	28.81	3.24
AGO1_peak_766	Chr5	4759730	4760079	NA	26.2	3.45	17.68	15.29	10.58	At5g14740	At5g14740	969.59	1080.58	0.16	0.89	24.95	3.14	39.52	18.47	46.76	19.48	64.86	28.81	3.24
AGO1_peak_767	Chr5	4760365	4762939	-1.41	21.59	2.88	15.44	15.78	12.95	At5g14740	At5g14740	969.59	1080.58	0.16	0.89	24.95	3.14	39.52	18.47	46.76	19.48	64.86	28.81	3.24
AGO1_peak_768	Chr5	4776872	4777953	-2.82	2.61	3.72	13.39	15.15	14.53	At5g14780	At5g14780	209.81	695.29	1.73	0.00	6.77	3.58	40.72	18.35	33.77	20.68	52.32	30.86	3.28
AGO1_peak_769	Chr5	4778660	4779030	-2.58	3.67	7.89	13.95	14.71	12.25	At5g14780	At5g14780	209.81	695.29	1.73	0.00	6.77	3.58	40.72	18.35	33.77	20.68	52.32	30.86	3.28
AGO1_peak_770	Chr5	5006159	5006367	-13.12	2.6	10.02	10.84	16.32	19.26	At5g15410	At5g15410	46.05	24.91	-0.89	0.03	4.75	1.43	17.25	10.78	21.32	13.04	26.07	13.94	0.86
AGO1_peak_771	Chr5	5236618	5237011	-0.88	7.26	5.12	16.3	14.4	15.56	.	NA													
AGO1_peak_772	Chr5	5352181	5352464	-3.02	1.77	4.18	9.85	10.28	9.69	At5g16350_promoter_1k	At5g16350	4.38	1.16	-1.91	0.01	0.57	0.28	7.17	7.41	6.86	6.28	7.33	6.69	0.34
AGO1_peak_773	Chr5	5493193	5493350	-11.53	2.25	11.66	12.85	10.98	14.78	At5g16715	At5g16715	32.00	32.86	0.04	0.98	2.15	1.28	6.00	7.21	9.71	8.08	7.93	6.62	0.34
AGO1_peak_774	Chr5	5494196	5494587	-6.28	1.21	9.5	13.5	14.33	12.41	At5g16720	At5g16720	6.65	3.70	-0.84	0.12	1.55	0.80	9.53	8.42	9.98	8.15	10.53	8.70	0.76
AGO1_peak_775	Chr5	6220473	6221013	-4.62	10.6	6.22	11.2	12.67	11.91	.	NA													
AGO1_peak_776	Chr5	6387454	6387757	-3.84	8.21	5.24	13.9	11.38	10.09	At5g19090	At5g19090	41.10	28.69	-0.52	0.31	3.47	2.17	38.00	20.91	26.67	22.70	42.11	34.37	8.57
AGO1_peak_777	Chr5	6388694	6389339	-7.62	3.47	5.45	15.17	13.2	14.22	At5g19090	At5g19090	41.10	28.69	-0.52	0.31	3.47	2.17	38.00	20.91	26.67	22.70	42.11	34.37	8.57
AGO1_peak_778	Chr5	6395128	6395390	0.25	7.84	7.01	11.32	7.4	8.85	.	NA													
AGO1_peak_779	Chr5	6414077	6416494	-2.87	11.98	10.26	17.72	20.42	21.33	At5g19120	At5g19120	124.20	141.53	0.19	0.84	34.14	13.33	122.01	95.48	57.17	64.28	80.05	85.26	24.53
AGO1_peak_780	Chr5	6424533	6424902	-2.13	6.78	5.62	23.47	25.26	26	At5g19140;At5g19150	At5g19140	369.80	156.29	-1.24	0.00	50.24	8.11	52.61	30.59	36.60	32.25	52.15	42.57	4.35
											At5g19150	13.73	16.91	0.30	0.96	29.48	5.02	35.61	21.73	26.02	24.27	34.98	29.55	2.75
AGO1_peak_781	Chr5	6456631	6458554	-0.05	5.39	13.53	19.56	19.39	17.44	At5g19190_promoter_1k;At5g19190;At5g19190_downstream_1k;At5g19200_promoter_1k	At5g19190	199.53	61.57	-1.70	0.00	13.22	1.06	96.99	46.70	38.39	24.24	68.69	40.53	3.25
											At5g19200	7.36	10.00	0.44	0.59	1.97	0.80	11.40	9.90	10.66	9.52	12.28	9.80	1.02
AGO1_peak_782	Chr5	6670239	6670487	2.05	5.42	4.01	10.28	7.39	12.33	At5g19729;At5g19730	At5g19729	0.00	0.00	0.00	1.00	0.00	0.00	9.18	9.88	18.25	6.23	11.34	6.95	0.00
											At5g19730	9.69	5.87	-0.72	0.22	1.01	1.07	8.99	8.08	9.54	7.41	10.04	6.93	0.10
AGO1_peak_783	Chr5	6671251	6671930	-2.17	5.54	5.81	13.63	8.89	11.96	At5g19730	At5g19730	9.69	5.87	-0.72	0.22	1.01	1.07	8.99	8.08	9.54	7.41	10.04	6.93	0.10
AGO1_peak_784	Chr5	6832320	6832955	1.33	8.41	8.2	13.17	11.37	14.45	.	NA													
AGO1_peak_785	Chr5	6833652	6837403	-1.51	25.13	18.43	12.08	17.38	14.7	At5g20250	At5g20250	366.34	203.93	-0.85	0.14	37.79	7.75	96.04	37.07	68.06	51.17	86.27	74.42	13.65
AGO1_peak_786	Chr5	6974780	6976400	1.1	14.11	3.31	12.96	9.91	12.37	At5g20620_promoter_1k;At5g20630_downstream_1k;At5g20630	At5g20620	50.35	66.20	0.39	0.50	9.51	4.94	23.05	19.03	27.66	24.48	35.28	28.61	4.90
											At5g20630	576.93	1200.21	1.06	0.02	90.59	29.91	87.92	87.19	44.56	35.31	72.24	55.44	5.95
AGO1_peak_787	Chr5	7005233	7005786	-0.81	3.4	10.06	17.8	8.77	12.01	At5g20690_downstream_1k;At5g20700_downstream_1k	At5g20690	0.06	0.17	1.54	1.00	0.01	0.02	6.61	5.61	5.44	5.36	4.51	5.55	0.00
											At5g20700	259.14	315.30	0.28	0.70	28.11	41.79	97.06	53.60	40.23	35.73	64.93	56.01	39.59
AGO1_peak_788	Chr5	7208344	7208860	0.78	5.99	10.39	13.45	13.89	14.1	At5g21170_downstream_1k;At5g21222_promoter_1k	At5g21170	84.13	58.23	-0.53	0.33	3.95	1.27	14.96	8.58	28.66	20.70	31.14	20.31	1.33
											At5g21222	20.55	24.93	0.28	0.70	1.64	0.99	8.69	7.90	21.25	15.99	18.33	11.95	1.01
AGO1_peak_789	Chr5	7248359	7250842	-1.18	22.37	14.38	24.89	25.43	25.31	At5g21940	At5g21940	67.31	63.39	-0.09	0.94	14.54	3.60	135.38	102.91	73.70	68.47	87.77	87.37	27.38
AGO1_peak_790	Chr5	7251487	7253107	-1.38	10.54	7.86	11.83	11.64	15.43	.	NA													
AGO1_peak_791	Chr5	7277172	7277365	-6.37	5.52	8.32	13.83	8.38	12.02	At5g22000	At5g22000	54.75	66.20	0.27	0.71	6.38	3.85	14.31	13.41	19.87	23.65	21.25	24.89	1.00
AGO1_peak_792	Chr5	7465792	7466012	-4.82	5.37	0.99	9.71	8.82	10.54	.	NA													
