Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT4G13350	1262	1553	1642	2284
gene:AT4G13360	609	714	646	799
gene:AT4G13370	101	144	105	154
gene:AT4G13380	0	0	0	0
gene:AT4G13390	380	422	247	361
gene:AT4G13395	166	215	156	16
gene:AT4G13400	86	104	86	89
gene:AT4G13410	25	24	31	24
gene:AT4G13420	57	53	14	31
gene:AT4G13430	3640	4315	3738	4377
gene:AT4G13440	6	6	0	6
gene:AT4G13450	0	6	0	0
gene:AT4G13460	779	923	837	723
gene:AT4G13480	0	0	0	0
gene:AT4G13490	0	0	0	0
gene:AT4G13500	801	1054	902	1070
gene:AT4G13510	2629	3066	3006	4715
gene:AT4G13520	585	633	751	791
gene:AT4G13530	1733	1944	1716	1487
gene:AT4G13540	77	89	64	102
gene:AT4G13550	715	837	748	761
gene:AT4G13560	34	35	45	49
gene:AT4G13570	20	23	24	35
gene:AT4G13572	20	24	29	17
gene:AT4G13575	46	55	45	39
gene:AT4G13577	12	0	2	1
gene:AT4G13580	130	186	134	144
gene:AT4G13590	1035	1070	942	1058
gene:AT4G13600	5	10	9	7
gene:AT4G13610	0	0	0	0
gene:AT4G13615	613	708	647	760
gene:AT4G13620	42	68	20	42
gene:AT4G13630	329	363	277	407
gene:AT4G13640	398	503	396	536
gene:AT4G13650	120	146	132	167
gene:AT4G13660	313	414	247	348
gene:AT4G13670	1142	1415	995	1119
gene:AT4G13680	41	55	16	12
gene:AT4G13690	34	16	9	8
gene:AT4G13700	0	0	0	0
gene:AT4G13710	69	110	92	102
gene:AT4G13720	226	264	287	311
gene:AT4G13730	310	365	437	426
gene:AT4G13750	352	427	409	461
gene:AT4G13760	0	0	0	0
gene:AT4G13770	2090	2492	1784	2077
gene:AT4G13780	1682	1907	1813	2100
gene:AT4G13790	0	0	0	2
gene:AT4G13800	61	62	28	26
gene:AT4G13810	343	410	266	420
gene:AT4G13820	23	24	6	14
gene:AT4G13830	1679	1887	1914	1670
gene:AT4G13840	1336	1365	1303	1248
gene:AT4G13850	941	1199	1146	1160
gene:AT4G13860	95	81	46	104
gene:AT4G13870	58	79	34	41
gene:AT4G13880	24	54	40	47
gene:AT4G13885	14	38	18	26
gene:AT4G13890	11	20	2	15
gene:AT4G13920	123	90	131	151
gene:AT4G13930	2220	2534	2089	2728
gene:AT4G13940	17447	20184	19473	21556
gene:AT4G13950	90	69	94	132
gene:AT4G13955	0	0	0	0
gene:AT4G13960	4	0	0	0
gene:AT4G13965	0	0	0	0
gene:AT4G13968	0	0	0	0
gene:AT4G13970	363	363	318	416
gene:AT4G13980	213	274	315	312
gene:AT4G13985	0	0	0	0
gene:AT4G13990	70	91	52	95
gene:AT4G13992	22	14	10	24
gene:AT4G14000	260	286	214	246
gene:AT4G14010	0	0	0	0
gene:AT4G14020	182	223	154	238
gene:AT4G14030	3439	4147	4009	3606
gene:AT4G14040	3726	4062	3879	3199
gene:AT4G14050	67	73	74	65
gene:AT4G14060	456	463	292	317
gene:AT4G14070	1448	1694	1499	1647
gene:AT4G14080	0	0	0	0
gene:AT4G14100	263	303	265	270
gene:AT4G14090	59	103	71	79
gene:AT4G14096	143	165	116	181
gene:AT4G14103	68	57	39	57
gene:AT4G14104	0	2	0	0
gene:AT4G14105	0	0	0	0
gene:AT4G14110	242	258	257	360
gene:AT4G14120	33	48	22	36
gene:AT4G14130	159	186	171	491
gene:AT4G14140	29	38	48	22
gene:AT4G14145	154	239	157	177
gene:AT4G14147	76	106	121	103
gene:AT4G14150	102	101	79	106
gene:AT4G14160	1580	1734	1692	1930
gene:AT4G14165	0	4	0	0
gene:AT4G14170	39	48	67	42
gene:AT4G14180	21	23	27	31
gene:AT4G14190	126	139	140	141
gene:AT4G14200	196	208	166	227
gene:AT4G14210	1606	1902	1593	1694
gene:AT4G14220	231	381	214	255
gene:AT4G14225	1	0	0	0
gene:AT4G14226	0	0	0	0
gene:AT4G14230	610	648	626	814
gene:AT4G14240	254	284	276	264
gene:AT4G14245	2	10	2	0
gene:AT4G14250	0	0	0	0
gene:AT4G14260	0	0	0	0
gene:AT4G14270	1244	1263	1180	1089
gene:AT4G14272	0	0	0	0
gene:AT4G14276	0	0	0	0
gene:AT4G14280	4	8	4	8
gene:AT4G14290	110	139	80	150
gene:AT4G14300	827	809	1027	1049
gene:AT4G14301	0	0	0	0
gene:AT4G14305	22	17	15	35
gene:AT4G14310	224	290	234	250
gene:AT4G14315	0	0	0	0
gene:AT4G14320	1572	1828	1742	1742
gene:AT4G14330	193	202	175	190
gene:AT4G14340	447	507	424	414
gene:AT4G14342	290	363	384	368
gene:AT4G14350	655	909	641	831
gene:AT4G14360	1025	1254	1104	1310
gene:AT4G14358	0	0	0	0
gene:AT4G14365	97	132	71	146
gene:AT4G14368	61	85	52	4
gene:AT4G14370	253	379	299	54
gene:AT4G14380	8	18	6	18
gene:AT4G14385	243	265	178	234
gene:AT4G14390	10	22	16	14
gene:AT4G14400	502	513	425	3678
gene:AT4G14410	638	840	692	828
gene:AT4G14420	663	841	793	824
gene:AT4G14430	973	1031	1292	1031
gene:AT4G14440	235	340	325	348
gene:AT4G14450	0	4	6	4
gene:AT4G14455	116	171	148	179
gene:AT4G14465	121	188	130	207
gene:AT4G14480	218	242	260	241
gene:AT4G14490	76	74	90	74
gene:AT4G14500	776	923	1020	1130
gene:AT4G14510	287	368	256	388
gene:AT4G14520	116	172	149	157
gene:AT4G14530	0	0	4	0
gene:AT4G14540	631	667	642	579
gene:AT4G14550	180	285	246	271
gene:AT4G14560	236	284	198	162
gene:AT4G14570	590	724	720	796
gene:AT4G14580	150	190	139	191
gene:AT4G14590	60	68	76	62
gene:AT4G14600	115	123	98	142
gene:AT4G14605	215	283	266	264
gene:AT4G14615	361	390	375	423
gene:AT4G14620	300	295	345	333
gene:AT4G14630	2	6	6	15
gene:AT4G14640	10	10	6	11
gene:AT4G14650	26	52	51	63
gene:AT4G14660	102	153	112	164
gene:AT4G14670	0	0	0	2
gene:AT4G14675	0	2	0	0
gene:AT4G14680	741	1007	621	466
gene:AT4G14690	8	17	10	22
gene:AT4G14695	5	12	2	3
gene:AT4G14700	14	26	17	26
gene:AT4G14710	945	1102	976	1022
gene:AT4G14713	95	78	63	103
gene:AT4G14716	763	931	812	871
gene:AT4G14720	232	245	278	325
gene:AT4G14723	6	10	5	8
gene:AT4G14730	0	0	0	2
gene:AT4G14740	394	451	399	415
gene:AT4G14746	95	138	99	103
gene:AT4G14750	133	159	133	137
gene:AT4G14760	563	926	589	826
gene:AT4G14770	229	334	205	266
gene:AT4G14780	20	19	15	23
gene:AT4G14785	0	0	0	0
gene:AT4G14790	195	186	165	175
gene:AT4G14800	579	566	487	656
gene:AT4G14805	0	2	0	0
gene:AT4G14810	0	0	0	0
gene:AT4G14815	0	0	0	0
gene:AT4G14819	0	0	0	0
gene:AT4G14820	55	70	101	78
gene:AT4G14830	93	116	77	104
gene:AT4G14840	56	64	37	80
gene:AT4G14850	84	98	74	96
gene:AT4G14860	11	15	17	22
gene:AT4G14870	692	770	746	857
gene:AT4G14880	5029	5905	5670	6199
gene:AT4G14900	992	992	1057	1147
gene:AT4G14890	0	0	0	0
gene:AT4G14905	175	257	298	300
gene:AT4G14910	414	464	388	461
gene:AT4G14920	569	699	670	767
gene:AT4G14930	477	689	643	496
gene:AT4G14940	56	62	27	79
gene:AT4G14950	346	343	378	327
gene:AT4G14960	6687	8181	7929	8615
gene:AT4G14965	325	320	281	387
gene:AT4G14970	71	112	73	72
gene:AT4G14980	29	38	24	40
gene:AT4G14990	921	950	1040	827
gene:AT4G15000	3171	3611	3537	3814
gene:AT4G15010	288	307	347	366
gene:AT4G15020	539	597	578	597
gene:AT4G15025	0	0	0	0
gene:AT4G15030	113	153	109	161
gene:AT4G15040	8	0	0	0
gene:AT4G15050	0	0	0	0
gene:AT4G15053	0	0	0	0
gene:AT4G15056	0	0	0	0
gene:AT4G15060	0	0	0	0
gene:AT4G15070	32	45	24	62
gene:AT4G15075	2	0	0	0
gene:AT4G15080	844	882	875	1043
gene:AT4G15090	606	578	545	585
gene:AT4G15093	207	196	188	291
gene:AT4G15096	2	5	1	2
gene:AT4G15100	5	0	5	0
gene:AT4G15110	920	1169	958	1125
gene:AT4G15120	22	14	10	34
gene:AT4G15130	139	184	149	175
gene:AT4G15140	73	68	53	99
gene:AT4G15150	29	21	22	29
gene:AT4G15160	401	594	485	812
gene:AT4G15165	22	27	34	25
gene:AT4G15180	1182	1637	1334	1478
gene:AT4G15200	2	0	0	0
gene:AT4G15210	13	59	40	23
gene:AT4G15215	108	104	103	130
gene:AT4G15230	159	260	164	203
gene:AT4G15233	103	145	132	193
gene:AT4G15236	23	27	30	38
gene:AT4G15240	161	188	185	223
gene:AT4G15245	0	0	0	0
gene:AT4G15248	0	0	0	2
gene:AT4G15250	0	0	0	0
gene:AT4G15260	512	606	662	535
gene:AT4G15270	6	8	8	22
gene:AT4G15280	4	10	12	20
gene:AT4G15290	47	50	29	32
gene:AT4G15300	7	10	0	15
gene:AT4G15310	0	0	0	0
gene:AT4G15320	8	11	34	12
gene:AT4G15330	82	99	60	76
gene:AT4G15340	49	63	34	75
gene:AT4G15350	6	8	8	4
gene:AT4G15360	0	0	0	0
gene:AT4G15370	0	0	6	11
gene:AT4G15380	70	77	67	73
gene:AT4G15390	594	824	732	1170
gene:AT4G15393	44	90	102	108
gene:AT4G15396	26	12	13	27
gene:AT4G15400	50	28	44	30
gene:AT4G15410	399	391	291	274
gene:AT4G15415	558	724	601	756
gene:AT4G15417	2	10	8	0
gene:AT4G15420	425	417	375	479
gene:AT4G15430	27	20	22	16
gene:AT4G15440	156	227	178	182
gene:AT4G15450	198	198	182	203
gene:AT4G15460	0	0	0	0
gene:AT4G15470	1320	1701	1565	1701
gene:AT4G15475	399	448	390	451
gene:AT4G15480	30	40	20	24
gene:AT4G15490	2015	2248	2179	1269
gene:AT4G15500	64	82	54	56
gene:AT4G15510	295	387	301	301
gene:AT4G15520	151	182	150	206
gene:AT4G15530	1788	1668	2654	1504
gene:AT4G15540	412	536	428	440
gene:AT4G15545	3968	4729	3892	4657
gene:AT4G15550	415	441	197	190
gene:AT4G15560	3700	4015	3684	4028
gene:AT4G15562	2	1	1	0
gene:AT4G15563	24	24	24	35
gene:AT4G15570	260	313	316	267
gene:AT4G15610	503	557	628	579
gene:AT4G15620	178	268	204	231
gene:AT4G15630	285	361	305	291
gene:AT4G15640	211	324	220	284
gene:AT4G15650	2	0	0	0
gene:AT4G15660	218	258	320	241
gene:AT4G15670	138	108	230	161
gene:AT4G15680	172	188	257	146
gene:AT4G15690	144	178	298	277
gene:AT4G15700	156	171	305	154
gene:AT4G15710	8	7	17	4
gene:AT4G15715	0	0	0	0
gene:AT4G15720	32	8	42	20
gene:AT4G15730	112	78	102	64
gene:AT4G15733	0	0	0	0
gene:AT4G15735	0	0	0	0
gene:AT4G15740	8	12	12	0
gene:AT4G15750	0	0	0	0
gene:AT4G15755	0	0	0	0
gene:AT4G15760	3894	4003	3482	2410
gene:AT4G15765	251	303	253	281
gene:AT4G15770	580	664	653	707
gene:AT4G15780	763	701	814	1061
gene:AT4G15790	179	172	170	165
gene:AT4G15800	750	847	591	798
gene:AT4G15802	349	511	432	479
gene:AT4G15810	408	485	367	383
gene:AT4G15820	252	321	162	299
gene:AT4G15830	105	110	83	105
gene:AT4G15840	587	735	640	759
gene:AT4G15850	113	157	117	142
gene:AT4G15870	0	0	0	0
gene:AT4G15880	357	495	426	408
gene:AT4G15885	0	0	0	0
gene:AT4G15890	79	94	57	82
gene:AT4G15900	1099	1223	1163	1361
gene:AT4G15910	842	912	760	1172
gene:AT4G15920	300	438	401	419
gene:AT4G15930	292	300	251	324
gene:AT4G15940	246	311	335	391
gene:AT4G15950	85	90	67	98
gene:AT4G15953	0	4	0	10
gene:AT4G15955	104	140	146	151
gene:AT4G15960	73	113	52	106
gene:AT4G15970	0	0	0	0
gene:AT4G15975	16	28	20	19
gene:AT4G15980	0	0	0	0
gene:AT4G15990	106	144	161	100
gene:AT4G16000	81	88	95	66
gene:AT4G16008	186	176	187	201
gene:AT4G16015	10	15	16	14
gene:AT4G16024	0	0	0	0
gene:AT4G16030	0	0	0	0
gene:AT4G16040	0	0	0	0
gene:AT4G16045	0	0	1	2
gene:AT4G16050	0	2	0	2
gene:AT4G16060	212	253	151	256
gene:AT4G16070	198	255	193	279
gene:AT4G16080	1	0	0	0
gene:AT4G16090	1	1	0	2
gene:AT4G16095	0	0	0	0
gene:AT4G16100	165	167	158	177
gene:AT4G16110	357	318	350	455
gene:AT4G16120	304	366	364	449
gene:AT4G16130	702	753	741	726
gene:AT4G16140	200	216	192	338
gene:AT4G16141	633	807	616	776
gene:AT4G16143	1797	2046	1941	2169
gene:AT4G16144	290	297	279	287
gene:AT4G16146	516	700	424	369
gene:AT4G16150	1295	1572	1532	1556
gene:AT4G16155	1157	1394	1204	1372
gene:AT4G16160	3	0	4	0
gene:AT4G16162	1	3	0	4
gene:AT4G16165	0	0	0	0
gene:AT4G16180	895	1131	987	1184
gene:AT4G16190	14006	14982	13906	11153
gene:AT4G16195	0	0	0	0
gene:AT4G16200	0	0	0	0
gene:AT4G16210	303	303	289	360
gene:AT4G16215	0	0	0	4
gene:AT4G16220	12	7	9	29
gene:AT4G16230	17	10	10	12
gene:AT4G16233	8	11	6	8
gene:AT4G16240	6	10	8	14
gene:AT4G16250	453	530	554	540
gene:AT4G16260	239	367	298	658
gene:AT4G16265	43	63	50	71
gene:AT4G16270	12	36	17	22
gene:AT4G16280	442	486	485	524
gene:AT4G16295	0	0	0	0
gene:AT4G16310	676	795	635	749
gene:AT4G16330	402	447	527	543
gene:AT4G16340	1104	1430	1312	1734
gene:AT4G16350	7	10	14	15
gene:AT4G16360	571	585	515	675
gene:AT4G16370	1869	2422	1558	1540
gene:AT4G16380	1041	1449	1282	1719
gene:AT4G16390	923	1074	949	1123
gene:AT4G16400	35	45	36	25
gene:AT4G16410	0	0	0	0
gene:AT4G16420	483	612	527	672
gene:AT4G16430	490	495	467	565
gene:AT4G16440	234	224	179	254
gene:AT4G16442	175	291	267	235
gene:AT4G16444	102	121	127	143
gene:AT4G16447	70	62	109	116
gene:AT4G16450	690	939	903	863
gene:AT4G16451	0	0	0	0
gene:AT4G16460	0	0	0	0
gene:AT4G16470	100	100	116	147
gene:AT4G16480	346	347	382	347
gene:AT4G16490	1321	1364	1461	1735
gene:AT4G16500	420	353	543	641
gene:AT4G16510	89	101	97	111
gene:AT4G16515	0	0	0	0
gene:AT4G16520	1504	1750	1607	1763
gene:AT4G16530	0	0	2	0
gene:AT4G16535	0	0	0	0
gene:AT4G16540	11	26	25	19
gene:AT4G16545	0	0	0	0
gene:AT4G16550	0	0	0	0
gene:AT4G16555	0	0	0	0
gene:AT4G16560	0	0	0	0
gene:AT4G16563	573	585	794	2097
gene:AT4G16566	85	111	101	115
gene:AT4G16570	88	103	156	155
gene:AT4G16580	493	638	516	516
gene:AT4G16590	10	2	0	0
gene:AT4G16600	9	8	8	10
gene:AT4G16610	12	10	14	17
gene:AT4G16620	21	18	8	8
gene:AT4G16630	471	754	372	657
gene:AT4G16640	2	16	6	18
gene:AT4G16650	527	619	672	667
gene:AT4G16660	1043	1315	1007	1523
gene:AT4G16670	256	255	227	247
gene:AT4G16680	398	556	426	339
gene:AT4G16690	510	511	469	403
gene:AT4G16695	169	228	174	226
gene:AT4G16700	45	52	37	71
gene:AT4G16710	159	261	232	282
gene:AT4G16720	3348	3287	3325	4044
gene:AT4G16730	0	0	0	0
gene:AT4G16740	19	36	6	2
gene:AT4G16745	11	30	21	40
gene:AT4G16750	24	55	26	51
gene:AT4G16760	1962	2602	2374	2593
gene:AT4G16765	168	248	183	200
gene:AT4G16770	97	100	120	142
gene:AT4G16780	77	76	56	69
gene:AT4G16790	239	240	239	335
gene:AT4G16800	160	161	143	160
gene:AT4G16807	14	27	17	18
gene:AT4G16810	0	0	0	0
gene:AT4G16820	0	0	2	2
gene:AT4G16830	2120	2176	2030	2326
gene:AT4G16835	89	76	81	80
gene:AT4G16840	51	80	51	83
gene:AT4G16845	314	364	290	384
gene:AT4G16850	115	123	108	159
gene:AT4G16855	2	0	2	0
gene:AT4G16857	73	80	79	82
gene:AT4G16860	1622	1959	1420	1369
gene:AT4G16880	195	222	126	123
gene:AT4G16890	4127	5403	4160	4329
gene:AT4G16900	498	579	508	497
gene:AT4G16915	0	0	0	0
gene:AT4G16920	614	789	629	585
gene:AT4G16930	0	2	2	0
gene:AT4G16940	138	183	185	123
gene:AT4G16950	2251	3067	2281	2138
gene:AT4G16955	0	0	0	0
gene:AT4G16957	92	111	81	112
gene:AT4G16960	142	198	153	218
gene:AT4G16970	132	131	67	135
gene:AT4G16980	3	2	6	6
gene:AT4G16983	0	0	0	0
gene:AT4G16990	2529	3208	2716	4156
gene:AT4G17000	72	108	49	74
gene:AT4G17010	150	157	102	155
gene:AT4G17020	165	231	175	207
gene:AT4G17030	105	91	63	97
gene:AT4G17040	2767	2933	2542	2945
gene:AT4G17050	500	615	554	611
gene:AT4G17060	325	367	411	351
gene:AT4G17070	208	252	269	353
gene:AT4G17080	487	678	481	554
gene:AT4G17085	57	44	55	53
gene:AT4G17090	6231	7871	5260	5094
gene:AT4G17100	1176	1339	1011	1119
gene:AT4G17140	2637	3500	4156	4157
gene:AT4G17150	360	481	397	565
gene:AT4G17160	1	0	0	2
gene:AT4G17170	858	1046	1056	1471
gene:AT4G17180	84	104	138	167
gene:AT4G17190	281	330	318	359
gene:AT4G17200	0	0	0	2
gene:AT4G17210	0	0	0	2
gene:AT4G17215	97	105	50	107
gene:AT4G17220	70	69	32	52
gene:AT4G17230	1681	2265	1718	1143
gene:AT4G17240	182	192	180	203
gene:AT4G17243	9	9	1	2
gene:AT4G17245	0	0	0	0
gene:AT4G17250	721	823	663	378
gene:AT4G17260	196	241	213	307
gene:AT4G17270	445	562	493	627
gene:AT4G17280	135	185	93	151
gene:AT4G17300	657	820	722	728
gene:AT4G17310	80	97	56	87
gene:AT4G17330	3067	4161	3313	3901
gene:AT4G17340	1608	2227	1264	1720
gene:AT4G17350	78	77	78	102
gene:AT4G17360	121	186	120	187
gene:AT4G17370	575	612	530	533
gene:AT4G17380	13	8	12	6
gene:AT4G17390	3032	3538	3255	3571
gene:AT4G17410	424	459	358	329
gene:AT4G17420	131	118	121	170
gene:AT4G17430	121	153	133	188
gene:AT4G17440	71	73	69	69
gene:AT4G17460	1099	1311	739	892
gene:AT4G17470	92	162	115	135
gene:AT4G17480	54	58	57	72
gene:AT4G17483	16	25	12	19
gene:AT4G17486	401	457	533	591
gene:AT4G17490	1058	1216	559	287
gene:AT4G17500	2585	2993	810	504
gene:AT4G17505	0	0	0	0
gene:AT4G17510	290	265	309	343
gene:AT4G17520	2802	3233	2468	3067
gene:AT4G17530	937	1108	915	1095
gene:AT4G17540	104	119	116	137
gene:AT4G17550	194	171	195	286
gene:AT4G17560	2415	2799	2564	2739
gene:AT4G17565	0	2	0	0
gene:AT4G17570	353	440	289	344
gene:AT4G17580	0	0	0	0
gene:AT4G17585	0	0	0	1
gene:AT4G17590	0	0	0	0
gene:AT4G17600	2023	2503	2166	2465
gene:AT4G17610	208	280	222	275
gene:AT4G17615	205	224	198	216
gene:AT4G17616	203	245	268	208
gene:AT4G17620	466	571	453	617
gene:AT4G17640	700	803	847	1111
gene:AT4G17650	443	448	416	404
gene:AT4G17660	2	2	0	0
gene:AT4G17670	71	88	49	60
gene:AT4G17680	10	15	6	32
gene:AT4G17690	0	0	0	0
gene:AT4G17695	83	60	60	85
gene:AT4G17700	0	0	0	0
gene:AT4G17710	0	0	0	3
gene:AT4G17713	0	0	0	0
gene:AT4G17718	0	0	0	0
gene:AT4G17720	369	423	300	383
gene:AT4G17730	640	657	760	934
gene:AT4G17740	520	659	438	613
gene:AT4G17750	157	206	203	208
gene:AT4G17760	11	9	16	10
gene:AT4G17770	455	537	374	435
gene:AT4G17780	2	0	0	0
gene:AT4G17785	4	12	4	18
gene:AT4G17790	282	345	376	351
gene:AT4G17800	197	223	163	270
gene:AT4G17810	245	273	311	308
gene:AT4G17830	699	744	644	789
gene:AT4G17840	1117	1442	1303	971
gene:AT4G17850	0	0	0	0
gene:AT4G17860	2	2	4	6
gene:AT4G17870	1282	1426	1272	1663
gene:AT4G17880	318	358	327	389
gene:AT4G17890	408	527	509	645
gene:AT4G17895	206	286	241	251
gene:AT4G17900	1010	1256	965	649
gene:AT4G17905	34	46	18	34
gene:AT4G17910	151	153	130	205
gene:AT4G17920	4	5	2	8
gene:AT4G17940	463	605	541	605
gene:AT4G17950	543	680	581	550
gene:AT4G17960	106	107	138	157
gene:AT4G17970	176	247	307	247
gene:AT4G17980	2	2	4	2
gene:AT4G17990	0	0	0	0
gene:AT4G18010	2038	2391	2457	2178
gene:AT4G18020	486	580	445	466
gene:AT4G18030	1347	1721	1528	2566
gene:AT4G18040	540	616	521	660
gene:AT4G18050	139	118	139	186
gene:AT4G18060	379	525	395	476
gene:AT4G18070	472	509	461	548
gene:AT4G18080	6	1	0	0
gene:AT4G18090	0	1	0	0
gene:AT4G18100	3185	3504	3663	3953
gene:AT4G18110	0	0	0	0
gene:AT4G18130	687	715	573	634
gene:AT4G18140	229	284	346	389
gene:AT4G18150	0	0	0	0
gene:AT4G18160	190	247	260	196
gene:AT4G18170	90	105	151	87
gene:AT4G18180	0	0	0	0
gene:AT4G18190	0	0	0	0
gene:AT4G18195	19	18	28	17
gene:AT4G18197	285	366	279	187
gene:AT4G18203	0	0	0	0
gene:AT4G18205	726	1068	716	479
gene:AT4G18210	138	122	151	154
gene:AT4G18215	0	0	0	0
gene:AT4G18220	1	2	4	11
gene:AT4G18230	254	340	269	274
gene:AT4G18240	2252	3035	1971	2953
gene:AT4G18250	4	6	0	14
gene:AT4G18253	6	24	18	6
gene:AT4G18260	57	87	51	69
gene:AT4G18270	161	166	108	105
gene:AT4G18280	181	172	136	133
gene:AT4G18290	92	85	99	97
gene:AT4G18300	170	147	158	152
gene:AT4G18310	0	0	0	4
gene:AT4G18320	0	0	0	0
gene:AT4G18330	0	2	4	1
gene:AT4G18335	0	0	0	0
gene:AT4G18340	241	282	289	308
gene:AT4G18350	4	6	0	0
gene:AT4G18360	92	133	78	146
gene:AT4G18370	668	725	665	718
gene:AT4G18372	70	55	40	46
gene:AT4G18375	33	39	36	36
gene:AT4G18380	320	339	281	311
gene:AT4G18390	503	545	508	617
gene:AT4G18395	1	2	4	0
gene:AT4G18400	50	77	62	63
gene:AT4G18422	0	0	0	0
gene:AT4G18425	40	38	32	70
gene:AT4G18430	39	33	31	44
gene:AT4G18440	1129	1700	1367	2115
gene:AT4G18450	4	2	0	0
gene:AT4G18470	4	18	14	16
gene:AT4G18460	59	88	53	102
gene:AT4G18465	274	287	246	360
gene:AT4G18480	4599	4856	4725	5202
gene:AT4G18490	59	56	38	46
gene:AT4G18500	0	1	0	2
gene:AT4G18501	8	4	13	3
gene:AT4G18510	18	40	54	56
gene:AT4G18520	389	407	334	327
gene:AT4G18530	173	191	198	163
gene:AT4G18540	0	2	0	8
gene:AT4G18550	43	83	29	50
gene:AT4G18570	618	749	508	567
gene:AT4G18580	137	158	142	122
gene:AT4G18590	304	279	366	334
gene:AT4G18593	205	149	148	244
gene:AT4G18596	2	4	0	1
gene:AT4G18600	401	422	366	425
gene:AT4G18610	90	70	54	81
gene:AT4G18620	0	0	0	0
gene:AT4G18630	86	138	84	105
gene:AT4G18640	259	377	220	295
gene:AT4G18650	0	0	0	0
gene:AT4G18660	0	0	0	0
gene:AT4G18670	1278	1590	1863	2369
gene:AT4G18680	0	0	0	0
gene:AT4G18690	0	0	0	0
gene:AT4G18692	3	5	2	6
gene:AT4G18700	1778	1972	2047	2303
gene:AT4G18710	2712	3026	3259	3454
gene:AT4G18720	0	0	0	0
gene:AT4G18730	1852	2013	1862	2182
gene:AT4G18740	263	331	284	391
gene:AT4G18750	96	76	88	113
gene:AT4G18760	392	529	360	534
gene:AT4G18770	0	0	0	4
gene:AT4G18780	182	269	160	218
gene:AT4G18790	2	0	0	0
gene:AT4G18800	161	184	164	223
gene:AT4G18810	1356	1476	1186	1300
gene:AT4G18820	583	740	552	754
gene:AT4G18823	0	0	0	0
gene:AT4G18830	0	0	0	0
gene:AT4G18840	76	75	80	77
gene:AT4G18860	0	0	0	2
gene:AT4G18870	0	0	0	2
gene:AT4G18880	431	471	399	274
gene:AT4G18890	229	258	184	158
gene:AT4G18900	2	5	5	2
gene:AT4G18905	522	636	561	576
gene:AT4G18910	127	198	120	118
gene:AT4G18920	0	0	0	0
gene:AT4G18930	322	359	312	338
gene:AT4G18940	0	4	2	16
gene:AT4G18950	616	806	688	890
gene:AT4G18960	10	1	2	0
gene:AT4G18970	737	911	604	823
gene:AT4G18975	282	345	211	355
gene:AT4G18980	8	4	0	2
gene:AT4G18990	8	6	12	7
gene:AT4G19000	0	2	0	0
gene:AT4G19003	194	253	214	345
gene:AT4G19006	467	629	552	633
gene:AT4G19010	151	205	181	205
gene:AT4G19020	344	427	405	427
gene:AT4G19030	251	265	199	271
gene:AT4G19035	0	0	0	0
gene:AT4G19038	0	0	0	0
gene:AT4G19040	303	472	347	465
gene:AT4G19045	63	64	67	79
gene:AT4G19050	57	72	32	91
gene:AT4G19060	172	206	150	242
gene:AT4G19070	173	215	152	186
gene:AT4G19080	28	24	31	37
gene:AT4G19090	65	81	88	123
gene:AT4G19095	7	0	0	7
gene:AT4G19100	428	470	388	407
gene:AT4G19110	2927	3385	2405	2895
gene:AT4G19120	817	972	666	863
gene:AT4G19130	57	36	59	62
gene:AT4G19140	221	320	303	386
gene:AT4G19150	238	268	235	279
gene:AT4G19160	3537	3766	3316	2980
gene:AT4G19170	814	937	425	351
gene:AT4G19180	314	381	342	455
gene:AT4G19185	166	213	175	237
gene:AT4G19190	510	622	534	649
gene:AT4G19191	74	58	51	48
gene:AT4G19200	1384	1503	1595	1575
gene:AT4G19210	2002	2230	1973	2213
gene:AT4G19220	38	47	47	28
gene:AT4G19230	126	105	57	78
gene:AT4G19240	0	0	0	0
gene:AT4G19250	0	0	0	0
gene:AT4G19260	0	1	2	2
gene:AT4G19270	0	0	0	0
gene:AT4G19275	0	0	0	0
gene:AT4G19330	0	0	0	0
gene:AT4G19340	0	0	0	0
gene:AT4G19350	221	258	269	254
gene:AT4G19360	0	0	0	0
gene:AT4G19370	18	30	8	24
gene:AT4G19380	62	69	61	72
gene:AT4G19390	344	383	398	408
gene:AT4G19400	0	0	1	0
gene:AT4G19410	2807	3483	3704	4080
gene:AT4G19420	1183	1518	1608	1287
gene:AT4G19430	4	0	0	2
gene:AT4G19440	159	169	125	199
gene:AT4G19450	656	962	653	756
gene:AT4G19460	32	31	10	44
gene:AT4G19470	0	0	0	0
gene:AT4G19480	0	0	0	0
gene:AT4G19485	0	0	0	0
gene:AT4G19490	827	996	859	1121
gene:AT4G19500	1339	1635	1415	1240
gene:AT4G19510	1154	1378	1152	1201
gene:AT4G19520	2297	3171	1937	1353
gene:AT4G19530	2182	2973	2809	4302
gene:AT4G19540	200	279	171	134
gene:AT4G19550	26	43	21	42
gene:AT4G19560	48	21	28	18
gene:AT4G19570	4	6	2	0
gene:AT4G19580	0	0	0	0
gene:AT4G19590	16	10	10	4
gene:AT4G19600	426	562	454	505
gene:AT4G19610	472	649	477	609
gene:AT4G19620	0	0	0	0
gene:AT4G19630	2	0	0	0
gene:AT4G19640	738	771	702	890
gene:AT4G19645	45	60	44	68
gene:AT4G19650	119	113	107	142
gene:AT4G19660	438	495	337	518
gene:AT4G19670	506	656	561	611
gene:AT4G19680	31	49	31	28
gene:AT4G19690	91	114	142	140
