Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT5G40348	46	58	33	22
gene:AT5G06015	0	0	0	0
gene:AT5G06025	0	0	0	0
gene:AT5G40384	0	0	4	0
gene:AT5G06035	0	0	0	0
gene:AT5G40395	4	0	0	0
gene:AT5G06045	0	1	0	0
gene:AT5G06055	12	11	11	3
gene:AT5G06065	0	0	0	0
gene:AT5G06075	0	0	0	0
gene:AT5G40545	0	0	0	0
gene:AT5G06085	0	0	0	0
gene:AT5G06095	0	0	0	0
gene:AT5G06105	0	0	0	0
gene:AT5G40945	0	0	0	0
gene:AT5G06115	4	3	0	1
gene:AT5G41265	0	0	0	0
gene:AT5G06145	0	0	0	1
gene:AT5G06155	4	8	8	4
gene:AT5G41471	18	12	5	6
gene:AT5G41605	0	0	0	0
gene:AT5G41612	100	114	114	153
gene:AT5G06175	0	0	0	0
gene:AT5G41663	1	0	1	1
gene:AT5G41675	0	0	0	0
gene:AT5G06185	0	0	0	0
gene:AT5G06205	22	53	35	75
gene:AT5G06235	70	97	68	46
gene:AT5G06245	102	109	71	88
gene:AT5G06255	0	0	0	0
gene:AT5G06275	0	0	0	0
gene:AT5G41905	3	2	1	0
gene:AT5G42092	1737	2083	2045	2239
gene:AT5G06285	23	27	30	35
gene:AT5G06295	25	17	18	21
gene:AT5G06305	0	0	3	0
gene:AT5G06325	0	0	0	0
gene:AT5G06335	0	0	0	0
gene:AT5G06345	0	0	0	0
gene:AT5G06365	0	0	0	0
gene:AT5G06385	26	12	33	25
gene:AT5G06395	1034	1116	1092	1377
gene:AT5G06405	0	0	0	0
gene:AT5G06415	0	1	0	0
gene:AT5G06425	0	0	0	0
gene:AT5G06435	0	0	0	0
gene:AT5G06445	0	0	0	0
gene:AT5G06455	0	0	0	0
gene:AT5G06465	0	0	2	0
gene:AT5G06475	1	2	0	0
gene:AT5G06495	0	0	0	0
gene:AT5G43403	81	76	95	112
gene:AT5G06505	154	219	122	124
gene:AT5G06515	3	1	0	0
gene:AT5G43455	5	0	2	1
gene:AT5G43535	0	0	0	0
gene:AT5G43603	0	1	0	0
gene:AT5G06525	0	0	0	0
gene:AT5G06535	2	0	0	0
gene:AT5G43725	114	169	183	194
gene:AT5G06545	2	1	0	0
gene:AT5G44283	0	0	0	0
gene:AT5G06565	0	0	0	0
gene:AT5G44286	0	2	0	0
gene:AT5G44375	0	0	0	0
gene:AT5G44562	75	68	59	95
gene:AT5G06575	2	0	0	2
gene:AT5G06585	0	2	7	2
gene:AT5G44569	21	12	22	50
gene:AT5G06595	7	4	2	0
gene:AT5G06605	0	0	0	0
gene:AT5G06615	0	0	0	0
gene:AT5G44705	0	0	0	0
gene:AT5G06635	0	0	0	0
gene:AT5G06655	0	0	0	0
gene:AT5G06665	193	211	176	267
gene:AT5G06675	0	0	0	0
gene:AT5G06695	497	496	435	472
gene:AT5G06705	0	0	0	0
gene:AT5G06715	0	0	0	0
gene:AT5G45307	0	0	0	0
gene:AT5G45472	1457	1762	1732	1772
gene:AT5G45475	0	0	0	0
gene:AT5G06735	0	0	0	0
gene:AT5G45715	0	0	0	0
gene:AT5G06745	2	0	0	0
gene:AT5G45745	0	0	0	0
gene:AT5G06765	0	0	0	0
gene:AT5G06775	0	0	0	0
gene:AT5G46105	2	0	0	0
gene:AT5G06785	0	0	0	0
gene:AT5G06795	5	1	3	2
gene:AT5G46315	4	0	1	1
gene:AT5G46325	0	0	0	0
gene:AT5G06815	0	0	0	0
gene:AT5G06825	3	3	1	2
gene:AT5G06835	0	0	0	0
gene:AT5G06845	47	44	42	59
gene:AT5G06855	0	0	0	0
gene:AT5G06875	0	0	0	0
gene:AT5G46595	0	0	0	0
gene:AT5G06880	0	0	0	0
gene:AT5G46845	2	5	8	0
gene:AT5G06885	27	22	9	13
gene:AT5G06915	0	0	0	0
gene:AT5G06925	0	0	0	0
gene:AT5G06935	0	0	0	0
gene:AT5G06945	0	0	0	0
gene:AT5G06955	0	0	0	0
gene:AT5G06965	0	0	0	0
gene:AT5G06975	2	0	0	0
gene:AT5G06985	0	0	0	0
gene:AT5G06995	0	0	0	0
gene:AT5G07005	0	0	0	0
gene:AT5G07015	555	697	619	467
gene:AT5G07025	24	36	15	29
gene:AT5G07035	0	0	0	0
gene:AT5G07055	0	0	0	0
gene:AT5G07065	0	0	0	0
gene:AT5G07075	0	0	0	0
gene:AT5G48412	756	845	765	827
gene:AT5G07095	10	6	4	3
gene:AT5G07105	1	2	0	1
gene:AT5G07115	0	0	0	0
gene:AT5G07125	0	0	0	0
gene:AT5G07145	19	38	22	52
gene:AT5G48465	0	0	0	0
gene:AT5G07155	0	0	0	0
gene:AT5G07185	0	0	0	0
gene:AT5G48675	0	0	0	0
gene:AT5G07195	0	0	0	0
gene:AT5G07205	0	1	0	3
gene:AT5G07255	0	0	0	0
gene:AT5G07265	62	78	70	60
gene:AT5G48775	119	126	114	163
gene:AT5G07275	14	35	17	29
gene:AT5G07285	202	251	258	262
gene:AT5G48835	0	0	0	0
gene:AT5G07295	0	0	0	0
gene:AT5G07325	0	6	2	4
gene:AT5G07335	2	1	0	0
gene:AT5G07345	2	1	1	1
gene:AT5G49138	8	6	2	2
gene:AT5G49152	34	30	31	42
gene:AT5G07355	2	1	3	1
gene:AT5G07365	0	0	0	0
gene:AT5G07385	0	1	0	0
gene:AT5G49435	0	0	0	0
gene:AT5G07395	0	0	0	0
gene:AT5G07405	6	8	14	10
gene:AT5G07415	45	37	30	54
gene:AT5G07425	0	0	0	0
gene:AT5G07435	0	0	0	0
gene:AT5G49615	2	0	0	0
gene:AT5G07445	2	0	0	0
gene:AT5G07455	2	2	0	1
gene:AT5G07465	0	0	0	0
gene:AT5G07485	0	0	0	0
gene:AT5G07495	0	0	0	0
gene:AT5G07515	23	6	1	0
gene:AT5G07525	11	12	6	12
gene:AT5G07535	0	0	0	0
gene:AT5G07555	0	0	2	0
gene:AT5G07565	0	0	0	0
gene:AT5G07575	0	0	0	0
gene:AT5G07595	0	0	0	0
gene:AT5G07585	0	0	0	0
gene:AT5G50190	0	0	0	0
gene:AT5G07605	0	1	0	2
gene:AT5G07615	0	0	0	0
gene:AT5G07635	10	21	4	4
gene:AT5G07655	0	0	0	0
gene:AT5G07665	0	0	0	0
gene:AT5G07695	0	0	0	0
gene:AT5G50717	0	0	0	0
gene:AT5G07705	0	0	0	0
gene:AT5G50805	0	0	0	0
gene:AT5G50995	1	0	0	0
gene:AT5G51055	0	0	0	0
gene:AT5G07715	0	0	0	0
gene:AT5G07725	4	5	11	4
gene:AT5G51174	0	3	2	6
gene:AT5G07735	0	0	0	1
gene:AT5G07745	9	0	6	7
gene:AT5G07775	0	0	0	0
gene:AT5G07785	0	0	0	0
gene:AT5G07795	0	0	0	0
gene:AT5G07805	0	0	0	0
gene:AT5G07815	0	0	0	0
gene:AT5G07825	4	5	0	0
gene:AT5G07835	0	0	0	0
gene:AT5G07845	0	0	0	0
gene:AT5G07855	0	0	0	0
gene:AT5G07865	0	0	0	0
gene:AT5G07875	0	0	0	0
gene:AT5G07885	747	945	644	912
gene:AT5G07895	1	3	2	1
gene:AT5G52355	0	0	0	0
gene:AT5G52471	4	2	2	1
gene:AT5G52495	0	0	0	0
gene:AT5G07905	0	0	0	0
gene:AT5G52797	0	0	0	0
gene:AT5G52815	0	0	0	0
gene:AT5G07915	0	0	0	1
gene:AT5G07925	0	0	0	0
gene:AT5G07935	0	0	0	0
gene:AT5G07945	0	0	0	0
gene:AT5G53048	871	1266	909	642
gene:AT5G07955	0	0	0	2
gene:AT5G07965	21	17	15	28
gene:AT5G07975	64	46	56	73
gene:AT5G07985	108	142	123	216
gene:AT5G07995	2	1	0	4
gene:AT5G53487	0	0	0	0
gene:AT5G08015	0	0	0	0
gene:AT5G08025	0	4	5	4
gene:AT5G08035	0	0	0	0
gene:AT5G08045	0	0	0	0
gene:AT5G08065	0	0	0	0
gene:AT5G53902	25	18	19	32
gene:AT5G08085	0	0	0	0
gene:AT5G08095	0	0	0	0
gene:AT5G08105	0	2	0	0
gene:AT5G54075	24	22	25	32
gene:AT5G08115	0	0	0	0
gene:AT5G08125	0	0	0	0
gene:AT5G08135	149	221	193	138
gene:AT5G08165	0	0	0	0
gene:AT5G08175	83	83	103	66
gene:AT5G54365	0	0	0	0
gene:AT5G54375	0	0	0	0
gene:AT5G08195	0	0	0	0
gene:AT5G08205	0	0	0	0
gene:AT5G54569	68	62	44	74
gene:AT5G08215	0	0	0	0
gene:AT5G08225	0	0	0	0
gene:AT5G08235	45	51	52	49
gene:AT5G08255	1	1	1	1
gene:AT5G08265	2	0	0	0
gene:AT5G54865	0	0	0	0
gene:AT5G55045	3	0	0	0
gene:AT5G55055	0	0	0	0
gene:AT5G08275	65	58	67	106
gene:AT5G08285	2	4	0	6
gene:AT5G55505	0	0	0	0
gene:AT5G55835	0	0	0	0
gene:AT5G08375	0	0	0	0
gene:AT5G08385	0	0	0	0
gene:AT5G08395	0	0	0	0
gene:AT5G08425	21	9	14	44
gene:AT5G08435	0	0	0	0
gene:AT5G08445	16	11	21	21
gene:AT5G08455	0	0	0	0
gene:AT5G08465	0	0	0	1
gene:AT5G08475	0	0	0	0
gene:AT5G08485	0	0	0	0
gene:AT5G56365	0	0	0	0
gene:AT5G08495	9	11	6	9
gene:AT5G08515	7	15	4	5
gene:AT5G08525	7	6	3	3
gene:AT5G08575	0	0	0	0
gene:AT5G08585	0	0	0	0
gene:AT5G08595	0	0	1	1
gene:AT5G08605	1	0	0	0
gene:AT5G08615	38	39	22	47
gene:AT5G56745	0	0	0	0
gene:AT5G08645	0	0	0	0
gene:AT5G08635	0	0	0	0
gene:AT5G08655	0	0	0	0
gene:AT5G08665	0	0	0	0
gene:AT5G08675	0	0	0	0
gene:AT5G08685	0	0	0	0
gene:AT5G56975	0	0	2	0
gene:AT5G08705	0	0	0	0
gene:AT5G08715	0	3	0	0
gene:AT5G08725	34	32	38	11
gene:AT5G08735	0	0	0	0
gene:AT5G08745	0	0	0	0
gene:AT5G08755	0	0	0	0
gene:AT5G08765	0	0	0	0
gene:AT5G57735	0	0	1	2
gene:AT5G08775	0	0	0	0
gene:AT5G08785	0	0	0	1
gene:AT5G08800	0	0	0	0
gene:AT5G08805	0	3	1	0
gene:AT5G57885	0	0	0	0
gene:AT5G08810	9	11	6	5
gene:AT5G08815	0	0	0	0
gene:AT5G08820	383	381	364	415
gene:AT5G08825	108	145	85	110
gene:AT5G08830	1	5	3	1
gene:AT5G58465	0	0	0	0
gene:AT5G58495	0	0	0	0
gene:AT5G08835	54	43	63	62
gene:AT5G08840	70	91	64	100
gene:AT5G08845	0	0	0	0
gene:AT5G58595	0	0	0	0
gene:AT5G08850	0	0	0	0
gene:AT5G08855	1	0	3	1
gene:AT5G08860	0	0	0	0
gene:AT5G08865	0	0	0	0
gene:AT5G08870	42	54	41	40
gene:AT5G08875	15	21	13	19
gene:AT5G08880	102	127	121	92
gene:AT5G08885	8	15	11	18
gene:AT5G08890	0	0	0	0
gene:AT5G59055	0	0	0	1
gene:AT5G08895	0	0	0	0
gene:AT5G08900	1	3	2	1
gene:AT5G08905	0	0	0	0
gene:AT5G08910	0	0	0	0
gene:AT5G08915	0	0	0	0
gene:AT5G59385	0	1	1	1
gene:AT5G59395	0	0	0	0
gene:AT5G08920	486	608	293	334
gene:AT5G59505	0	0	0	0
gene:AT5G08925	0	0	0	0
gene:AT5G59662	6	15	9	21
gene:AT5G59732	1778	2623	1084	614
gene:AT5G08930	0	0	0	0
gene:AT5G08935	0	0	0	0
gene:AT5G08940	0	0	0	0
gene:AT5G08945	0	0	0	0
gene:AT5G59945	0	0	0	0
gene:AT5G60022	311	351	287	282
gene:AT5G08950	10	8	5	5
gene:AT5G60285	3	3	6	2
gene:AT5G60408	0	0	0	0
gene:AT5G08955	52	67	79	58
gene:AT5G08960	5	8	4	1
gene:AT5G08965	0	0	0	0
gene:AT5G08970	0	0	0	0
gene:AT5G08975	2	0	0	0
gene:AT5G08980	34	44	53	80
gene:AT5G60963	0	0	0	0
gene:AT5G60966	0	0	0	0
gene:AT5G08985	0	0	0	0
gene:AT5G08990	65	67	74	79
gene:AT5G61345	0	0	0	0
gene:AT5G08995	0	0	0	0
gene:AT5G09000	0	0	0	0
gene:AT5G09005	0	0	0	0
gene:AT5G61445	0	0	0	0
gene:AT5G61455	7	9	11	2
gene:AT5G09010	0	0	0	0
gene:AT5G09015	0	0	0	0
gene:AT5G09020	0	0	0	0
gene:AT5G09025	0	0	0	0
gene:AT5G61835	1	0	0	0
gene:AT5G09030	154	136	144	170
gene:AT5G09035	0	0	0	0
gene:AT5G09040	0	0	0	0
gene:AT5G09045	0	0	0	0
gene:AT5G62162	0	0	0	0
gene:AT5G09050	0	0	0	0
gene:AT5G09055	0	0	0	0
gene:AT5G09060	0	0	0	2
gene:AT5G09065	10	15	5	6
gene:AT5G09070	0	0	0	0
gene:AT5G09080	0	0	0	0
gene:AT5G09085	0	0	1	0
gene:AT5G62848	0	0	0	0
gene:AT5G09090	0	0	0	0
gene:AT5G09095	0	0	0	0
gene:AT5G09100	0	0	0	0
gene:AT5G09105	0	0	0	0
gene:AT5G09110	0	0	0	0
gene:AT5G09120	116	138	128	124
gene:AT5G09125	4	4	0	7
gene:AT5G09130	0	0	0	0
gene:AT5G09135	0	0	0	0
gene:AT5G09140	1	3	7	6
gene:AT5G09145	0	0	0	0
gene:AT5G63145	0	0	0	0
gene:AT5G63195	2145	2127	2462	2337
gene:AT5G09150	41	50	41	39
gene:AT5G09155	158	160	138	205
gene:AT5G09160	21	23	18	21
gene:AT5G09165	19	16	11	13
gene:AT5G09170	0	0	0	0
gene:AT5G63715	0	0	0	0
gene:AT5G09175	66	59	49	57
gene:AT5G09185	31	41	34	50
gene:AT5G09190	0	0	2	1
gene:AT5G64505	0	0	0	0
gene:AT5G09195	0	5	0	0
gene:AT5G09200	0	0	0	0
gene:AT5G09205	0	0	0	0
gene:AT5G64572	1325	1303	1925	2415
gene:AT5G09215	1	0	0	2
gene:AT5G09235	0	0	0	0
gene:AT5G09245	0	0	0	0
gene:AT5G64735	0	0	0	0
gene:AT5G09255	0	0	0	0
gene:AT5G09265	1	3	0	2
gene:AT5G09275	128	142	146	150
gene:AT5G64855	3	0	0	0
gene:AT5G09285	168	190	197	271
gene:AT5G65015	0	0	0	0
gene:AT5G09295	25	36	41	27
gene:AT5G09305	0	0	0	0
gene:AT5G09325	1	0	0	0
gene:AT5G65305	0	0	0	0
gene:AT5G09335	1	2	2	2
gene:AT5G09365	2	2	0	0
gene:AT5G09375	0	0	0	0
gene:AT5G65445	0	2	0	0
gene:AT5G09385	35	34	28	33
gene:AT5G65535	0	0	0	0
gene:AT5G09395	34	47	24	23
gene:AT5G65575	106	143	151	134
gene:AT5G65615	0	0	0	0
gene:AT5G09405	11	15	9	20
gene:AT5G09415	0	1	2	1
gene:AT5G09425	0	0	0	0
gene:AT5G09435	11	22	14	13
gene:AT5G09455	0	0	0	0
gene:AT5G09465	0	0	2	0
gene:AT5G09475	0	0	0	0
gene:AT5G09495	3	10	2	6
gene:AT5G09505	0	0	0	2
gene:AT5G09515	0	0	0	0
gene:AT5G09535	338	340	340	382
gene:AT5G09545	0	0	0	0
gene:AT5G09555	0	1	0	0
gene:AT5G66045	0	4	1	0
gene:AT5G09565	512	472	591	561
gene:AT5G09595	175	212	156	234
gene:AT5G09605	0	0	0	0
gene:AT5G09615	0	0	0	0
gene:AT5G66535	0	0	0	0
gene:AT5G66558	386	457	368	434
gene:AT5G66562	1	2	1	1
gene:AT5G66564	2	2	0	0
gene:AT5G66567	0	0	0	0
gene:AT5G66568	0	0	0	0
gene:AT5G09635	2	7	2	2
gene:AT5G09645	2	0	0	0
gene:AT5G09665	0	2	1	0
gene:AT5G09675	2	3	0	2
gene:AT5G09685	196	220	204	240
gene:AT5G09695	0	0	0	0
gene:AT5G66755	0	0	0	0
gene:AT5G09705	0	0	0	0
gene:AT5G09715	0	0	0	0
gene:AT5G66817	0	0	0	0
gene:AT5G09735	0	0	0	0
gene:AT5G09765	0	0	0	0
gene:AT5G09775	0	0	0	0
gene:AT5G09785	128	130	91	73
gene:AT5G09815	0	0	0	0
gene:AT5G09835	0	0	0	0
gene:AT5G09825	0	0	0	0
gene:AT5G09845	11	33	13	26
gene:AT5G09855	1079	1420	1111	695
gene:AT5G09865	19	15	13	0
gene:AT5G09875	0	0	0	0
gene:AT5G09885	0	0	0	0
gene:AT5G09895	0	0	0	0
gene:AT5G09915	0	0	0	0
gene:AT5G67455	0	0	0	1
gene:AT5G67488	579	634	673	795
gene:AT5G09925	3	6	8	9
gene:AT5G09945	0	0	0	0
gene:AT5G09955	1	1	3	0
gene:AT5G09965	2	0	0	2
gene:ATMG00020	4592	3509	5435	5541
gene:ATMG00100	0	0	1	1
gene:ATMG09450	22	25	26	34
gene:ATMG00190	0	0	1	0
gene:ATMG00230	0	0	0	0
gene:ATMG00250	2	0	0	2
gene:ATMG00330	0	2	4	5
gene:ATMG00340	0	0	1	1
gene:ATMG00350	0	1	0	1
gene:ATMG00360	1	1	0	0
gene:ATMG00380	4	2	0	1
gene:ATMG00390	3	3	1	7
gene:ATMG00420	1	0	0	0
gene:ATMG00460	0	3	0	3
gene:ATMG09730	21	7	17	19
gene:ATMG09740	0	0	5	1
gene:ATMG00700	0	0	0	0
gene:ATMG00780	5	4	4	10
gene:ATMG00790	0	0	0	0
gene:ATMG00800	0	0	0	0
gene:ATMG00930	0	0	0	1
gene:ATMG00950	0	0	0	0
gene:ATMG01070	0	0	0	0
gene:ATMG01160	1	5	0	1
gene:ATMG09950	4	4	2	2
gene:ATMG01340	0	0	0	0
gene:ATMG09960	0	2	0	2
gene:ATMG09980	6	1	8	5
gene:ATMG01380	23	29	40	40
gene:ATMG01390	10994	10772	12361	11468
gene:ATCG00010	510	11	520	398
gene:ATCG00030	2278	2178	3298	2751
gene:ATCG00060	0	1	3	0
gene:ATCG00090	115	43	108	95
gene:ATCG00100	74	86	153	94
gene:ATCG00110	5	11	10	3
gene:ATCG00200	9	7	2	2
gene:ATCG00230	1	1	0	0
gene:ATCG00240	4	2	9	2
gene:ATCG00250	1	0	4	3
gene:ATCG00260	4	0	4	1
gene:ATCG00290	171	78	233	195
gene:ATCG00310	5	7	10	4
gene:ATCG00320	4	0	12	11
gene:ATCG00370	12	3	25	13
gene:ATCG00390	276	117	234	284
gene:ATCG00400	1731	1907	2054	2108
gene:ATCG00410	7	6	15	11
gene:ATCG00450	506	585	642	735
gene:ATCG00460	36	43	40	50
gene:ATCG00610	5	10	7	6
gene:ATCG00620	68	63	53	69
gene:ATCG00850	0	3	0	1
gene:ATCG00880	0	2	1	0
gene:ATCG00910	0	0	0	0
gene:ATCG00920	29279	5391	30295	26684
gene:ATCG00930	191	109	213	232
gene:ATCG00940	4715	4923	4855	4743
gene:ATCG00950	36195	11992	44163	35899
gene:ATCG00960	69	16	88	59
gene:ATCG00970	34	4	12	11
gene:ATCG00980	13	6	5	3
gene:ATCG00990	1	2	5	4
gene:ATCG01030	0	1	2	1
gene:ATCG01140	1	2	3	2
gene:ATCG01150	6	5	10	5
gene:ATCG01160	26	8	14	4
gene:ATCG01170	59	16	63	58
gene:ATCG01180	36653	12006	43602	35741
gene:ATCG01190	4803	4801	4815	4662
gene:ATCG01200	204	105	203	189
gene:ATCG01210	29271	5244	30119	26568
gene:ATCG01220	0	0	0	1
gene:ATCG01260	0	0	1	0
gene:ATCG01290	0	3	0	1
